event_seed,rehandling,crane_distance_m,loading_time_min,fill_ratio,n_placements,n_dispatches,decision_ms,population
2000.0,7.0,26313.0,668.4749999999999,0.4704861111111111,314.0,93.0,4.971144904108543,0
2001.0,4.0,28783.5,689.1000000000003,0.5590277777777778,372.0,73.0,4.7061588709727395,1
2002.0,10.0,28162.5,732.3000000000002,0.4652777777777778,327.0,102.0,4.926454434226501,2
2003.0,6.0,27726.0,721.4250000000002,0.4670138888888889,319.0,98.0,4.85489780541205,3
2004.0,8.0,34093.5,867.675,0.5329861111111112,416.0,123.0,4.449052163426341,4
2005.0,6.0,25011.0,603.4499999999998,0.4791666666666667,295.0,75.0,3.9024796610662587,5
2006.0,4.0,29665.5,800.7750000000002,0.4722222222222222,361.0,99.0,3.9747454293697513,6
2007.0,10.0,34942.5,859.9500000000002,0.515625,394.0,120.0,4.342702791979122,7
2008.0,6.0,27177.0,640.8000000000002,0.5208333333333334,337.0,89.0,3.9690557864870466,8
2009.0,13.0,28039.5,741.6750000000001,0.4600694444444444,316.0,107.0,3.4042854428973235,9
2010.0,5.0,30175.5,745.3499999999995,0.5451388888888888,374.0,93.0,3.3943925133928405,10
2011.0,5.0,29674.5,822.8250000000003,0.4982638888888889,379.0,107.0,3.255451451477135,11
2012.0,8.0,23764.5,562.4250000000002,0.4947916666666667,288.0,75.0,3.4477024304730244,12
2013.0,9.0,29637.0,727.125,0.5173611111111112,354.0,99.0,3.4721836157992882,13
2014.0,9.0,30268.5,759.6,0.5416666666666666,380.0,92.0,3.43992052646507,14
2015.0,10.0,36969.0,981.3000000000002,0.5486111111111112,446.0,113.0,4.252950448429681,15
2016.0,9.0,29739.0,796.2750000000003,0.4565972222222222,337.0,107.0,3.7778504449538737,16
2017.0,7.0,29065.5,766.35,0.5052083333333334,360.0,88.0,3.4101247220153,17
2018.0,8.0,31525.5,722.1750000000002,0.5555555555555556,365.0,90.0,3.8689635615685813,18
2019.0,11.0,24387.0,689.1750000000002,0.46875,300.0,88.0,3.1775196666421834,19
2020.0,2.0,26904.0,671.625,0.5052083333333334,339.0,88.0,2.871061947100911,20
2021.0,14.0,32199.0,873.3750000000001,0.5104166666666666,363.0,97.0,3.4076162533672303,21
2022.0,12.0,31111.5,858.15,0.4947916666666667,392.0,101.0,2.858064285646833,22
2023.0,10.0,34362.0,916.35,0.5399305555555556,422.0,112.0,3.488712796416013,23
2024.0,11.0,29986.5,813.8249999999996,0.4496527777777778,344.0,110.0,3.805275871833823,24
2025.0,7.0,29154.0,771.8999999999999,0.5,351.0,92.0,2.592951851923309,25
2026.0,5.0,31632.0,873.4500000000002,0.484375,399.0,101.0,2.9405493733886265,26
2027.0,4.0,28632.0,679.1249999999999,0.5277777777777778,339.0,87.0,2.512287315820683,27
2028.0,13.0,30405.0,839.7000000000003,0.4670138888888889,343.0,98.0,2.9190594751332513,28
2029.0,12.0,31498.5,855.2250000000001,0.5,374.0,110.0,2.690842781037081,29
